LoanId,OrderId,PortfolioId,NoteId,PortfolioName,Invested,InterestRate,Grade,LoanType,Term,PrincipalRemaining,Trend,NoteType,Accrual,PaymentsReceivedToDate,NextPaymentDate,Status,Note Issue Date,OrderDate,LoanStatusDate,Pending Principal Payment,Pending Interest,Purchased,installment,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,Loan Issue Date,1st Month Payment,application_type,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m
75213141,106530160,None,122121591,None,75.0,9.75%,B3,Personal,36,69.550335345,FLAT,1,0.45207717973875,7.193109375,07/30/2016,Current,04/01/2016,03/28/2016,04/29/2016,0.0,0.0,0,514.4,Tech Support 3,10+ years,MORTGAGE,76000,Verified,2016-03-21,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75213141,,debt_consolidation,Debt consolidation,980xx,WA,0,4,139,100,98.3,19.69,0,0,1988-03-21,715,719,0,,,,,20,0,7,0,91353,15308,92.8%,8000,12,w,14837.40,14837.40,1534.53,1534.53,1162.60,371.93,0.0,0.0,0.0,2016-07-06,514.4,2016-07-30,2016-07-14,719,715,86583,8,,0,0,0,0,0,,7,0,20,103083,91353,13050,2,2,2,100,0,0,0,4,49,5,336,20,16500,5,5,0,03/30/2016,,INDIVIDUAL,,,,0,2,0,2,22,76045,81.5,0,2,4019,89.4,0,4,0
75213431,106837835,None,121907993,None,75.0,10.75%,B4,Personal,36,69.6281136069,UP,1,0.704741518484375,7.00375,07/20/2016,Current,04/04/2016,03/27/2016,04/19/2016,1.8228106489375,0.6237518510625,0,626.32,Teacher,8 years,MORTGAGE,55000,Not Verified,2016-03-21,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75213431,,credit_card,Credit card refinancing,762xx,TX,0,5,9302,33.3,66.2,37.53,0,0,2001-01-21,715,719,0,,,1,,15,2,13,0,127081,26301,69.4%,27500,35,w,17824.80,17778.38,1792.96,1788.29,1375.20,417.76,0.0,0.0,0.0,2016-06-23,626.32,2016-08-20,2016-07-14,754,750,120352,17,,0,0,0,0,0,,13,2,5,267473,223163,18597,10,5,6,100,0,0,0,16,120,6,182,15,37900,6,9,0,03/31/2016,,INDIVIDUAL,,,,1,3,2,4,5,100780,60.7,0,1,8292,64.6,3,2,5
75213491,106848350,None,121921643,None,75.0,7.39%,A4,Personal,36,69.3634553522,UP,1,0.355969399340625,6.9568125,07/29/2016,Current,03/31/2016,03/27/2016,04/28/2016,0.0,0.0,0,621.12,Registered Nurse,10+ years,OWN,65000,Not Verified,2016-03-21,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75213491,,debt_consolidation,Debt consolidation,786xx,TX,0,4,30120,10,37.4,16.4,0,0,2005-04-21,725,729,0,,,7,,24,0,17,0,47300,19549,34.4%,48100,32,w,18496.92,18496.92,1855.15,1855.15,1503.08,352.07,0.0,0.0,0.0,2016-07-05,621.12,2016-07-29,2016-07-14,734,730,32240,28,,0,0,0,0,0,,17,1,11,89140,47300,2956,13,5,10,100,0,0,0,3,108,6,131,21,56900,6,16,0,03/29/2016,,INDIVIDUAL,,,,0,1,1,2,11,27751,86.1,0,2,4192,53.1,2,1,5
75219552,106765105,None,121723348,None,75.0,8.39%,B1,Personal,36,69.4431497945,FLAT,1,0.48552335564625,6.9864375,07/24/2016,Current,03/30/2016,03/25/2016,04/22/2016,0.0,0.0,0,630.34,Chief Operating Officer,10+ years,MORTGAGE,150000,Not Verified,2016-03-17,2016-04-04,2016-03-21,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75219552,,debt_consolidation,Debt consolidation,921xx,CA,0,4,24588,16.7,48.7,19.03,0,0,2009-07-17,700,704,0,,,,,9,2,15,0,109911,82401,57.5%,47900,16,w,18518.17,18518.17,1863.05,1863.05,1481.83,381.22,0.0,0.0,0.0,2016-06-29,630.34,2016-07-24,2016-07-14,704,700,46460,12,,0,0,0,0,0,,15,3,9,683060,609077,40605,6,5,6,100,0,0,0,2,35,11,80,9,111900,11,12,0,03/28/2016,,INDIVIDUAL,,,,0,2,0,1,18,27510,59.2,3,3,10049,58.2,0,0,0
75221279,106765105,None,121723350,None,75.0,9.16%,B2,Personal,36,69.5040482185,FLAT,1,0.42443805445127303,7.133546971,07/30/2016,Current,04/01/2016,03/25/2016,04/29/2016,0.0,0.0,0,907.62,Office Manager,6 years,MORTGAGE,80000,Not Verified,2016-03-19,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75221279,,debt_consolidation,Debt consolidation,357xx,AL,0,1,30380,60,53.4,26.57,0,0,1984-12-19,720,724,0,,,6,,32,2,9,0,47224,34820,52.6%,65200,20,w,26388.37,26388.37,2708.37,2708.37,2086.63,621.74,0.0,0.0,0.0,2016-07-06,907.62,2016-07-30,2016-07-14,724,720,30000,17,,0,0,0,0,0,,9,0,24,268030,201656,25207,11,4,5,100,0,0,0,1,25,4,375,24,66200,4,7,0,03/30/2016,,INDIVIDUAL,,,,0,1,0,0,25,12404,41.3,0,1,14455,49.1,4,0,4
75223301,106848350,None,121921644,None,75.0,7.39%,A4,Personal,36,69.3634930836,UP,1,0.3559695929765625,6.95678125,07/29/2016,Current,03/31/2016,03/27/2016,04/28/2016,0.0,0.0,0,745.34,Supervisot,10+ years,MORTGAGE,75000,Not Verified,2016-03-21,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75223301,,credit_card,Credit card refinancing,604xx,IL,0,3,7805,60,77.6,22.98,0,0,2003-08-21,705,709,0,,,9,,29,4,11,0,62661,33665,76.9%,34900,25,w,22196.32,22196.32,2226.17,2226.17,1803.68,422.49,0.0,0.0,0.0,2016-07-05,745.34,2016-07-29,2016-07-14,744,740,44089,14,,0,0,0,0,0,,11,3,4,202859,175330,15939,10,3,5,100,0,0,0,6,132,5,151,9,43800,5,8,0,03/29/2016,,INDIVIDUAL,,,,1,2,1,1,4,28996,65.8,1,1,13952,71.3,1,1,3
75225664,106850471,None,122148555,None,75.0,8.39%,B1,Personal,36,68.2763337195,FLAT,1,0.38189229327,8.180075,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,945.5,Registered Nurse,2 years,MORTGAGE,140000,Source Verified,2016-03-23,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75225664,,debt_consolidation,Debt consolidation,945xx,CA,0,8,42742,0,23.9,8.07,0,0,2006-11-22,755,759,0,,,1,,14,2,12,0,44120,15958,24.3%,56200,26,w,27310.53,27310.53,3272.03,3272.03,2689.47,582.56,0.0,0.0,0.0,2016-07-06,1100.0,2016-07-31,2016-07-14,759,755,37843,20,,0,0,0,0,0,,12,3,5,491559,430379,35865,10,5,6,100,0,0,0,4,109,6,112,5,65700,6,8,0,03/31/2016,,INDIVIDUAL,,,,2,3,1,3,10,28162,74.4,1,4,4644,42.6,1,3,5
75229408,106453532,None,120936099,None,75.0,7.39%,A4,Personal,36,69.363482485,UP,1,0.4129246647577528,6.9259999999,07/25/2016,Current,03/29/2016,03/20/2016,04/22/2016,0.0,0.0,0,1036.49,Dir. Engineering,3 years,MORTGAGE,150000,Verified,2016-03-17,2016-04-03,2016-03-20,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75229408,,debt_consolidation,Debt consolidation,980xx,WA,0,4,30396,0,5.9,19.83,0,0,1996-06-17,775,779,0,,,11,,27,1,43,0,349562,16678,3.9%,32300,65,f,30866.75,30866.75,3082.07,3082.07,2508.25,573.82,0.0,0.0,0.0,2016-06-30,1036.49,2016-07-25,2016-07-14,814,810,323624,16,,0,0,0,0,0,,43,1,5,813924,723597,16828,6,1,4,100,0,0,0,47,162,3,237,19,101100,3,10,0,03/25/2016,,INDIVIDUAL,,,,1,32,1,3,5,332884,110.9,0,1,1904,86.5,0,12,1
75229892,106553417,None,121537141,None,75.0,6.97%,A3,Personal,36,69.3298608095,UP,1,0.32215275323513515,6.9586824324,07/31/2016,Current,03/30/2016,03/24/2016,04/29/2016,0.0,0.0,0,228.39,teacher,10+ years,MORTGAGE,62000,Source Verified,2016-03-18,2016-04-04,2016-03-21,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75229892,,debt_consolidation,Debt consolidation,802xx,CO,0,1,21080,66.7,58.8,32.5,0,0,1997-08-17,725,729,0,,,11,,28,3,12,0,66322,31913,50.7%,51200,25,w,6840.55,6840.55,686.59,686.59,559.45,127.14,0.0,0.0,0.0,2016-07-06,228.39,2016-07-31,2016-07-14,734,730,61087,9,,0,0,0,0,0,,12,0,14,373938,292232,24353,4,2,3,100,0,0,0,13,223,3,147,14,63000,3,6,0,03/28/2016,,INDIVIDUAL,,,,0,5,0,0,36,34409,56.3,0,1,21891,53.4,0,2,1
75234220,106850471,None,122148556,None,75.0,8.39%,B1,Personal,36,69.4431455695,UP,1,0.32368221741,7.091325,08/04/2016,Current,04/04/2016,03/28/2016,05/03/2016,0.0,0.0,0,315.17,Cardiovascular tech ,5 years,OWN,60000,Not Verified,2016-03-23,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75234220,,debt_consolidation,Debt consolidation,600xx,IL,0,5,36089,0,21.2,30.42,0,0,1973-11-21,790,794,0,,,10,,12,2,15,0,71299,21676,29%,45800,37,w,9259.09,9259.09,945.51,945.51,740.91,204.60,0.0,0.0,0.0,2016-07-08,315.17,2016-08-04,2016-07-14,834,830,57438,21,,0,0,0,0,0,,15,5,1,368561,294449,21032,10,3,4,100,0,0,0,12,137,8,508,11,74700,8,11,0,03/31/2016,,INDIVIDUAL,,,,1,3,2,2,1,49623,86.4,3,3,7145,54,0,0,2
75234593,106899007,None,121966778,None,75.0,7.39%,A4,Personal,36,69.3634553522,DOWN,1,0.3559693993375,6.9568,07/29/2016,Current,03/31/2016,03/28/2016,04/28/2016,0.0,0.0,0,465.84,Project Manager,10+ years,MORTGAGE,165000,Verified,2016-03-22,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75234593,,credit_card,Credit card refinancing,211xx,MD,0,4,7769,62.5,86,23.32,0,0,1995-03-22,700,704,0,,,6,,2,5,13,0,108382,53682,85%,62150,34,w,13872.69,13872.69,1391.36,1391.36,1127.31,264.05,0.0,0.0,0.0,2016-07-05,465.84,2016-07-29,2016-07-14,684,680,72947,25,,0,0,0,0,0,,13,4,2,307597,246442,18957,19,8,19,100,0,0,,5,128,9,252,2,63150,13,9,0,03/29/2016,,INDIVIDUAL,,,,2,3,1,1,10,21981,30,2,2,23745,85,0,0,3
75235121,106530160,None,122121592,None,75.0,10.75%,B4,Personal,36,69.6281003517,DOWN,1,0.499001385855,7.250125,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,391.45,Legal Assistant,6 years,MORTGAGE,45536,Not Verified,2016-03-23,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75235121,,credit_card,Credit card refinancing,344xx,FL,0,3,14050,0,42.4,38.82,0,0,2000-09-22,725,729,0,,,,,10,3,12,0,41747,17640,42.7%,24400,20,w,11140.50,11140.50,1160.02,1160.02,859.50,300.52,0.0,0.0,0.0,2016-07-06,391.45,2016-07-31,2016-07-14,724,720,42836,11,,0,0,0,0,0,,12,2,10,201021,137139,11428,6,4,4,100,0,0,0,6,97,6,186,10,41300,6,7,0,03/31/2016,,INDIVIDUAL,,,,0,4,1,2,10,24107,56.3,1,1,4401,49.6,0,5,0
75235296,107236196,None,122888558,None,75.0,9.16%,B2,Personal,36,69.5040362752,UP,1,0.2829586543486567,7.0953805971,08/08/2016,Current,04/12/2016,04/02/2016,05/06/2016,0.0,0.0,0,1067.79,President,10+ years,MORTGAGE,148000,Verified,2016-03-24,2016-04-16,2016-04-02,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75235296,,debt_consolidation,Debt consolidation,606xx,IL,0,0,20654,33.3,78.4,18.96,0,0,1981-09-22,740,744,0,,,,,130,2,13,0,133280,132199,53.7%,74900,19,f,31045.14,31045.14,3169.27,3169.27,2454.86,714.41,0.0,0.0,0.0,2016-07-13,1067.79,2016-08-08,2016-07-14,759,755,0,16,,0,0,0,0,0,,13,0,37,357430,282276,21714,4,3,3,100,0,0,0,0,,10,414,37,175100,10,11,0,04/08/2016,,INDIVIDUAL,,,,0,0,0,0,,0,,0,0,31585,54.4,0,0,0
75239391,106324115,None,120952800,None,75.0,9.75%,B3,Personal,36,69.5503353449,DOWN,1,0.60176957316375,7.193125,07/22/2016,Current,03/24/2016,03/20/2016,04/21/2016,1.846153525321875,0.565096474678125,0,771.6,Director of Human Resources ,3 years,MORTGAGE,107000,Not Verified,2016-03-17,2016-04-03,2016-03-20,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75239391,,debt_consolidation,Debt consolidation,208xx,MD,0,6,5484,83.3,80.3,18.31,0,0,1995-09-17,690,694,0,,,12,,5,2,15,0,56797,28913,45.5%,27800,27,f,22256.11,22256.11,2301.8,2301.80,1743.89,557.91,0.0,0.0,0.0,2016-06-27,771.6,2016-08-22,2016-07-14,684,680,45189,16,,0,0,0,0,0,,15,3,4,515334,458157,30544,6,5,6,100,0,0,0,9,246,8,181,4,63500,8,12,0,03/22/2016,,INDIVIDUAL,,,,2,2,0,1,17,27884,61.7,2,4,6105,52.3,0,5,1
75239583,106765105,None,121723351,None,75.0,9.16%,B2,Personal,36,69.5040459435,UP,1,0.45980787727178574,7.1335714286,07/28/2016,Current,03/30/2016,03/25/2016,04/27/2016,0.0,0.0,0,446.24,Supervising Technician,8 years,MORTGAGE,56250,Not Verified,2016-03-17,2016-04-04,2016-03-21,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75239583,,debt_consolidation,Debt consolidation,840xx,UT,0,1,3834,60,75.7,22.45,0,0,2005-01-17,715,719,0,,,4,,101,2,19,0,90167,12777,73%,15800,35,w,12974.09,12974.09,1331.6,1331.60,1025.91,305.69,0.0,0.0,0.0,2016-07-01,446.24,2016-07-28,2016-07-14,779,775,94861,17,,0,0,0,0,0,,19,0,15,112361,90167,4746,12,5,5,100,0,0,0,16,127,7,134,44,17500,7,8,0,03/28/2016,,INDIVIDUAL,,,,0,11,0,0,30,77390,81.6,0,0,3986,80.2,2,4,2
75239686,108165419,None,123668498,None,75.0,9.75%,B3,Personal,36,71.3816211613,DOWN,1,0.6553218718732584,4.9443370787,07/20/2016,Current,04/14/2016,04/08/2016,05/19/2016,1.8312827550337079,0.5799756719325843,0,357.67,supervisor,10+ years,MORTGAGE,45000,Source Verified,2016-04-01,2016-04-15,2016-04-01,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75239686,,debt_consolidation,Debt consolidation,320xx,FL,0,7,14313,20,48,32.03,0,0,2000-06-30,670,674,0,,,7,,8,2,20,0,44878,14413,27.2%,27500,31,w,10588.27,10588.27,733.41,733.41,536.73,196.68,0.0,0.0,0.0,2016-06-23,357.67,2016-08-20,2016-07-14,659,655,37210,26,,0,0,0,0,0,,20,4,3,242402,192054,12003,10,3,6,100,0,0,0,3,42,5,189,3,53000,5,17,882,04/12/2016,,INDIVIDUAL,,,,1,1,1,2,9,30465,81.9,3,5,7273,49.7,1,0,1
75240706,106765105,None,121723354,None,75.0,9.75%,B3,Personal,36,69.5502533572,FLAT,1,0.47091317376506026,7.1932048192,07/29/2016,Current,03/31/2016,03/25/2016,04/28/2016,0.0,0.0,0,333.56,Teacher,8 years,MORTGAGE,48000,Verified,2016-03-20,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75240706,,debt_consolidation,Debt consolidation,430xx,OH,0,2,9360,71.4,83.1,49.78,0,0,2003-01-17,685,689,0,,,16,,56,2,15,0,202555,49354,78%,55500,30,w,9621.12,9621.12,995.06,995.06,753.88,241.18,0.0,0.0,0.0,2016-07-05,333.56,2016-07-29,2016-07-14,689,685,161864,11,,0,0,0,0,0,,15,1,7,440423,410024,27335,8,7,7,100,0,0,0,17,158,8,144,16,63300,8,9,0,03/29/2016,,JOINT,103000,30.75,Not Verified,0,4,0,0,72,153201,79.3,0,1,13735,78.7,0,0,1
75241319,106850471,None,122148558,None,75.0,8.39%,B1,Personal,36,69.4432147574,UP,1,0.3722349208778125,7.0388125,08/01/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,756.4,Technical Support Specialist,10+ years,MORTGAGE,80000,Not Verified,2016-03-23,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75241319,,debt_consolidation,Debt consolidation,232xx,VA,0,6,39455,30,50.2,38.72,0,0,1992-02-18,740,744,0,,,17,,6,3,29,0,147392,40054,43.4%,79300,44,w,22221.83,22221.83,2252.42,2252.42,1778.17,474.25,0.0,0.0,0.0,2016-07-07,756.4,2016-08-01,2016-07-14,774,770,128938,26,,0,0,0,0,0,,29,4,2,458488,362564,12502,17,9,10,100,0,0,0,15,128,10,289,6,92300,10,13,0,03/31/2016,,INDIVIDUAL,,,,3,15,3,5,2,107338,93,1,1,10660,68.4,2,4,0
75245746,107566602,None,122960536,None,75.0,9.75%,B3,Personal,36,69.5503466878,UP,1,0.263711731190625,7.2946875,08/10/2016,Current,04/07/2016,04/03/2016,05/09/2016,0.0,0.0,0,720.16,Nurse Practitioner,3 years,MORTGAGE,160000,Not Verified,2016-03-29,2016-04-17,2016-04-03,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75245746,,credit_card,Credit card refinancing,921xx,CA,0,2,6313,66.7,81.5,12.6,0,0,1999-02-22,705,709,0,,,7,,3,5,19,0,97509,50234,79.6%,34100,37,f,20772.37,20772.37,2178.68,2178.68,1627.63,551.05,0.0,0.0,0.0,2016-07-14,720.16,2016-08-10,2016-07-14,724,720,58242,7,,0,0,0,0,0,,19,2,3,939542,878963,46261,3,3,3,100,0,0,0,25,205,5,205,3,63100,5,6,0,04/05/2016,,INDIVIDUAL,,,,2,11,0,0,26,47275,81.2,1,1,13313,80.4,0,12,3
75245877,106899007,None,121966779,None,75.0,7.89%,A5,Personal,36,67.5133700954,DOWN,1,0.08878008167517858,9.1720178571,08/18/2016,Current,03/31/2016,03/28/2016,04/15/2016,0.0,0.0,0,876,Controller,6 years,MORTGAGE,120000,Not Verified,2016-03-23,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75245877,,credit_card,Credit card refinancing,070xx,NJ,0,7,41586,20,5.3,18.81,0,0,1998-10-22,750,754,0,,,10,,14,2,10,0,73127,45781,25.2%,75700,28,w,25204.99,25204.99,3424.22,3424.22,2795.01,629.21,0.0,0.0,0.0,2016-07-21,876.0,2016-08-18,2016-07-14,744,740,45119,15,,0,0,0,0,0,,10,1,10,521419,441130,44113,10,4,5,100,0,0,0,9,209,6,182,10,96300,6,7,0,03/29/2016,,INDIVIDUAL,,,,0,2,0,1,21,27346,60.6,1,4,32374,41.4,2,0,1
75249776,106765105,None,121723360,None,75.0,9.75%,B3,Personal,36,69.5503353449,UP,1,0.4897502780547619,7.1931547619,07/28/2016,Current,03/30/2016,03/25/2016,04/27/2016,0.0,0.0,0,405.09,Account Executive ,6 years,MORTGAGE,45000,Verified,2016-03-18,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75249776,,debt_consolidation,Debt consolidation,675xx,KS,0,3,433,100,97.3,23.39,0,0,2000-06-17,730,734,0,,,19,,14,3,10,0,27515,18327,61.1%,16200,25,w,11684.46,11684.46,1208.45,1208.45,915.54,292.91,0.0,0.0,0.0,2016-07-01,405.09,2016-07-28,2016-07-14,799,795,15900,13,,0,0,0,0,0,,10,0,14,111100,86901,9656,6,2,2,100,0,0,0,9,136,5,189,14,30000,5,7,0,03/28/2016,,INDIVIDUAL,,,,0,2,0,2,19,9188,57.8,0,1,8902,59.9,1,7,0
75253571,106850471,None,122148560,None,75.0,7.39%,A4,Personal,36,69.3633730291,UP,1,0.3417302177836364,6.9261136363,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,341.62,Production Technician ,10+ years,MORTGAGE,70000,Verified,2016-03-21,2016-04-07,2016-03-24,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75253571,,credit_card,Credit card refinancing,384xx,TN,0,5,6942,66.7,55.2,13.7,0,0,1995-03-20,720,724,0,,,7,,8,7,8,0,29376,10823,52.8%,15500,23,w,10173.29,10173.29,1015.83,1015.83,826.71,189.12,0.0,0.0,0.0,2016-07-06,341.62,2016-07-31,2016-07-14,774,770,26702,9,,0,0,0,0,0,,8,4,6,157782,138741,17343,6,2,3,100,0,0,0,7,163,3,252,8,20500,3,4,0,03/31/2016,,INDIVIDUAL,,,,1,3,1,2,9,18553,69.5,2,2,4960,62.2,1,3,4
75256418,106850471,None,122148562,None,75.0,8.39%,B1,Personal,36,69.4432041944,UP,1,0.38841898879,7.0213333333,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,567.3,Carrier/supervisor,10+ years,MORTGAGE,65000,Not Verified,2016-03-23,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75256418,,debt_consolidation,Debt consolidation,989xx,WA,0,7,23480,37.5,48.3,28.99,0,0,1999-01-22,730,734,0,,,11,,4,3,14,0,52573,21920,36.7%,45400,27,w,16666.37,16666.37,1685.12,1685.12,1333.63,351.49,0.0,0.0,0.0,2016-07-06,567.3,2016-07-31,2016-07-14,764,760,50741,17,,0,0,0,0,0,,14,2,4,271427,201766,14412,12,5,8,100,0,0,0,7,128,5,206,4,59800,5,11,0,03/31/2016,,INDIVIDUAL,,,,1,2,0,1,17,30653,16.1,2,6,8305,32.5,0,2,1
75261566,106765105,None,121723363,None,75.0,7.39%,A4,Personal,36,69.3634301979,UP,1,0.35596927025,6.9568333333,07/29/2016,Current,03/31/2016,03/25/2016,04/28/2016,0.0,0.0,0,559.01,Service Manager,1 year,MORTGAGE,55000,Verified,2016-03-20,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75261566,,debt_consolidation,Debt consolidation,387xx,MS,0,3,2179,0,60.4,26.73,0,0,2002-10-19,755,759,0,,,18,,35,2,7,0,60600,3321,49.6%,5500,26,w,16647.22,16647.22,1669.64,1669.64,1352.78,316.86,0.0,0.0,0.0,2016-07-05,559.01,2016-07-29,2016-07-14,794,790,74782,13,,0,0,0,0,0,,7,1,11,131075,106012,17669,7,1,1,100,0,0,0,11,161,1,116,35,6700,1,3,0,03/29/2016,,INDIVIDUAL,,,,0,3,1,3,11,57279,72.6,0,0,3321,68.9,1,0,0
75261638,106899007,None,121966780,None,75.0,9.16%,B2,Personal,36,69.5039436629,UP,1,0.42443741596736845,7.0954736843,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,605.62,RN Supervisor,< 1 year,MORTGAGE,67600,Not Verified,2016-03-23,2016-04-06,2016-03-23,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75261638,,credit_card,Credit card refinancing,705xx,LA,0,3,1383,100,88.8,9.43,0,0,2000-12-19,680,684,0,,,5,,56,2,6,0,14877,10917,88.8%,12300,14,w,17607.67,17607.67,1797.52,1797.52,1392.33,405.19,0.0,0.0,0.0,2016-07-06,605.62,2016-07-31,2016-07-14,714,710,4680,6,,0,0,0,0,0,,6,2,5,73196,69379,11563,5,4,4,100,0,0,0,6,129,4,183,56,12300,4,4,0,03/31/2016,,INDIVIDUAL,,,,1,1,1,2,5,3960,84.6,0,0,4727,87.6,2,0,1
75262880,106550435,None,122121860,None,75.0,8.39%,B1,Personal,60,71.9475309322,UP,1,0.4024265230118919,4.534418919,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,378.58,Vice President of Operations,10+ years,MORTGAGE,145000,Not Verified,2016-03-26,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75262880,,credit_card,Credit card refinancing,442xx,OH,0,3,523,66.7,94.8,16.78,0,0,1992-04-20,715,719,0,,,11,,84,5,12,0,65363,18638,73.7%,10000,36,f,17747.06,17747.06,1118.49,1118.49,752.94,365.55,0.0,0.0,0.0,2016-07-06,378.58,2016-07-31,2016-07-14,759,755,82803,17,,0,0,0,0,0,,12,2,9,317425,270926,24630,7,2,3,100,0,0,0,14,157,3,287,34,25300,3,6,0,03/31/2016,,INDIVIDUAL,,,,0,4,1,2,11,46725,56.4,0,0,7561,60.5,3,1,4
75263571,106848350,None,121921645,None,75.0,7.39%,A4,Personal,36,69.3634396948,UP,1,0.2705366824340625,7.06190625,08/05/2016,Current,03/31/2016,03/27/2016,04/28/2016,0.0,0.0,0,496.9,Radiology Manager,9 years,MORTGAGE,96933.62,Source Verified,2016-03-22,2016-04-05,2016-03-22,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75263571,,credit_card,Credit card refinancing,207xx,MD,0,5,37262,42.9,50.4,35.78,0,0,1995-04-21,715,719,0,,,10,,3,2,25,0,170607,71241,62.4%,75100,39,w,14797.53,14797.53,1506.54,1506.54,1202.47,304.07,0.0,0.0,0.0,2016-07-08,496.9,2016-08-05,2016-07-14,749,745,161594,20,,0,0,0,0,0,,25,3,3,434944,305744,12230,9,5,7,100,0,0,0,17,153,8,251,3,114200,8,12,0,03/29/2016,,INDIVIDUAL,,,,2,12,0,0,44,99366,58.7,3,5,22388,60.8,0,11,2
