LoanId,OrderId,PortfolioId,NoteId,PortfolioName,Invested,InterestRate,Grade,LoanType,Term,PrincipalRemaining,Trend,NoteType,Accrual,PaymentsReceivedToDate,NextPaymentDate,Status,Note Issue Date,OrderDate,LoanStatusDate,Pending Principal Payment,Pending Interest,Purchased,installment,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,Loan Issue Date,1st Month Payment,application_type,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m
75678209,108232785,None,123460109,None,75.0,10.75%,B4,Personal,60,72.1259600412,FLAT,1,0.3446018090857143,4.7745000001,08/08/2016,Current,04/12/2016,04/07/2016,05/06/2016,0.0,0.0,0,453.98,Utility inspector,1 year,OWN,100000,Source Verified,2016-03-29,2016-04-16,2016-04-02,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75678209,,debt_consolidation,Debt consolidation,439xx,OH,0,8,6251,80,74.3,23.86,0,0,1997-12-24,685,689,0,,,8,,1,3,15,0,86852,35713,66.6%,24300,41,f,20195.27,20171.23,1336.86,1335.27,804.73,532.13,0.0,0.0,0.0,2016-07-13,453.98,2016-08-08,2016-03-30,689,685,69348,23,,0,0,0,0,0,,15,5,1,205098,167270,11151,11,4,5,100,0,0,0,15,219,9,185,1,53600,9,11,0,04/08/2016,,INDIVIDUAL,,,,3,3,0,3,13,51139,73.7,4,4,8627,70.6,1,1,2
75678908,109133354,None,124379343,None,75.0,6.97%,A3,Personal,36,69.3296437672,UP,1,0.12080690426538461,6.8863461538,08/15/2016,Current,04/19/2016,04/14/2016,05/13/2016,0.0,0.0,0,361.11,Quality Auditor,2 years,MORTGAGE,65500,Source Verified,2016-03-25,2016-04-19,2016-04-05,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75678908,,credit_card,Credit card refinancing,657xx,MO,0,5,15885,25,56.1,15.37,0,0,2002-05-24,675,679,0,,,15,,2,8,9,0,40722,24551,52.5%,36200,20,w,10815.42,10815.42,1074.27,1074.27,884.58,189.69,0.0,0.0,0.0,2016-07-20,361.11,2016-08-15,2016-07-14,734,730,20780,7,,0,0,0,0,0,,9,2,2,320696,276661,30740,5,3,4,100,0,0,0,5,166,4,126,2,46800,4,6,1412,04/15/2016,,INDIVIDUAL,,,,1,1,0,1,18,16171,77.8,2,4,10703,60.3,0,0,0
75680219,106889555,None,122085773,None,75.0,8.39%,B1,Personal,60,71.9475385868,UP,1,0.40242656583,4.5344375,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,491.13,SALES,5 years,MORTGAGE,150000,Source Verified,2016-03-28,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75680219,,credit_card,Credit card refinancing,953xx,CA,0,8,26399,11.1,40.8,3.49,0,0,2006-03-27,710,714,0,,,14,,9,2,12,0,82877,82877,37.1%,44600,18,f,23023.21,23023.21,1451.02,1451.02,976.79,474.23,0.0,0.0,0.0,2016-07-06,491.13,2016-07-31,2016-07-14,764,760,0,15,,0,0,0,0,0,,12,3,6,490100,437380,36448,11,6,9,100,0,0,0,0,,7,120,6,129100,7,11,0,03/31/2016,,INDIVIDUAL,,,,1,0,0,0,,0,,3,6,5169,37.1,1,0,0
75709002,108232785,None,123460110,None,75.0,8.39%,B1,Personal,60,71.9475574682,DOWN,1,0.268284447624,4.5344,08/08/2016,Current,04/12/2016,04/07/2016,05/06/2016,0.0,0.0,0,613.91,Medical Technologist,10+ years,MORTGAGE,65000,Source Verified,2016-03-25,2016-04-18,2016-04-04,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75709002,,debt_consolidation,Debt consolidation,559xx,MN,0,5,31878,20,17.6,14.54,0,0,2001-07-25,790,794,0,,,19,,22,3,22,0,24358,13369,20.3%,38700,39,f,28779.02,28779.02,1813.76,1813.76,1220.98,592.78,0.0,0.0,0.0,2016-07-13,613.91,2016-08-08,2016-07-14,789,785,15193,29,,0,0,0,0,0,,22,2,6,242551,148532,7427,10,4,5,100,0,0,0,7,175,9,176,6,65700,9,18,0,04/08/2016,,INDIVIDUAL,,,,1,2,1,1,9,10989,72.3,1,4,5733,30.1,1,2,0
75710148,106889555,None,122085777,None,75.0,8.39%,B1,Personal,60,71.9475603815,FLAT,1,0.3856589090781429,4.5514071429,08/01/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,716.23,District Leadership,3 years,MORTGAGE,165000,Source Verified,2016-03-28,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75710148,,debt_consolidation,Debt consolidation,430xx,OH,0,7,59950,15.4,20,8.26,0,0,2001-09-27,775,779,0,,,8,,1,3,24,0,58268,15693,15.4%,74900,50,f,33575.53,33575.53,2123.99,2123.99,1424.47,699.52,0.0,0.0,0.0,2016-07-07,724.16,2016-08-01,2016-07-14,779,775,59557,26,,0,0,0,0,0,,24,3,1,388932,270690,11279,16,5,13,100,0,0,0,21,174,7,162,1,101700,7,18,0,03/31/2016,,INDIVIDUAL,,,,3,5,0,2,18,42575,61.8,3,5,8785,23.8,1,4,1
75719459,106858096,None,121909110,None,75.0,11.99%,C1,Personal,36,69.723503437,FLAT,1,0.603766804485,7.4223125,07/28/2016,Current,03/30/2016,03/27/2016,04/27/2016,0.0,0.0,0,398.52,warehouse manager,10+ years,MORTGAGE,62000,Not Verified,2016-03-26,2016-04-10,2016-03-27,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75719459,,debt_consolidation,Debt consolidation,333xx,FL,0,2,9309,33.3,54.6,22.92,0,0,2000-05-25,700,704,0,,,,,25,3,13,0,44428,18921,46.6%,20500,21,f,11155.76,11109.28,1187.57,1182.62,844.24,343.33,0.0,0.0,0.0,2016-07-01,398.52,2016-07-28,2016-07-14,704,700,28251,14,,0,0,0,0,0,,13,1,6,183851,143725,11056,7,5,6,100,0,0,0,4,183,8,190,25,40600,8,10,470,03/28/2016,,INDIVIDUAL,,,,1,2,1,2,6,25507,90.3,0,0,4612,64.5,0,0,0
75728576,108232785,None,123460112,None,75.0,9.16%,B2,Personal,60,72.0066100428,DOWN,1,0.23818186455375,4.65,08/11/2016,Current,04/13/2016,04/07/2016,05/10/2016,0.0,0.0,0,500.07,manufacturing supervisor,10+ years,MORTGAGE,72000,Not Verified,2016-04-03,2016-04-17,2016-04-03,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75728576,,debt_consolidation,Debt consolidation,844xx,UT,0,8,16970,20,23.6,30.25,0,0,1996-05-03,755,759,0,,,15,,18,5,16,0,99728,9867,26.2%,22200,31,f,23042.12,23042.12,1488.0,1488.00,957.88,530.12,0.0,0.0,0.0,2016-07-14,500.07,2016-08-11,2016-07-14,734,730,100570,12,,0,0,0,0,0,,16,6,2,379127,311708,19482,5,2,5,100,0,0,0,13,125,3,239,9,37700,3,11,0,04/11/2016,,INDIVIDUAL,,,,3,3,4,4,2,89697,100,1,3,4678,71.3,1,6,0
75729709,107793221,None,122544006,None,75.0,12.989999999999998%,C2,Personal,36,69.7994834842,DOWN,1,0.604463526972,7.47195,07/31/2016,Current,04/04/2016,03/31/2016,04/29/2016,0.0,0.0,0,168.45,Technician ,5 years,OWN,43000,Source Verified,2016-03-28,2016-04-14,2016-03-31,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75729709,,debt_consolidation,Debt consolidation,761xx,TX,0,4,7998,33.3,42,17.83,0,0,2008-02-27,740,744,0,,,,,1,0,8,0,16253,5802,26.3%,13800,10,f,4653.30,4653.30,498.13,498.13,346.70,151.43,0.0,0.0,0.0,2016-07-06,168.45,2016-07-31,2016-07-14,704,700,17000,7,,0,0,0,0,0,,8,1,1,39100,16253,2032,4,2,3,100,0,0,0,3,36,2,97,1,22100,2,6,0,03/31/2016,,INDIVIDUAL,,,,1,2,0,2,17,10451,61.5,1,2,5274,41.6,0,2,0
75748787,106865084,None,121713766,None,75.0,8.39%,B1,Personal,36,69.4430963007,DOWN,1,0.42078658407964287,7.056375,07/28/2016,Current,03/30/2016,03/25/2016,04/27/2016,0.0,0.0,0,441.24,Project Manager,3 years,MORTGAGE,100000,Not Verified,2016-03-25,2016-04-08,2016-03-25,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75748787,,debt_consolidation,Debt consolidation,982xx,WA,0,2,0,100,100.4,22.64,0,0,2005-12-24,680,684,0,,,14,,20,5,13,0,81775,29014,70.3%,18600,31,f,12962.71,12962.71,1317.19,1317.19,1037.29,279.90,0.0,0.0,0.0,2016-07-01,441.24,2016-07-28,2016-07-14,674,670,70757,13,,0,0,0,0,0,,13,0,20,235618,197085,15160,7,4,4,100,0,0,0,13,123,8,107,20,41300,8,10,0,03/28/2016,,INDIVIDUAL,,,,0,2,0,1,23,52761,77.9,0,1,6474,73.5,0,10,0
75759083,108269092,None,123936030,None,75.0,7.89%,A5,Personal,36,69.4034257911,UP,1,0.152109174859375,6.9735625,08/14/2016,Current,04/18/2016,04/11/2016,05/13/2016,0.0,0.0,0,750.86,President ,7 years,MORTGAGE,165000,Source Verified,2016-04-01,2016-04-25,2016-04-11,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75759083,,credit_card,Credit card refinancing,337xx,FL,0,13,12366,30,63,16.5,0,0,2004-10-25,680,684,0,,,15,,9,1,14,0,100830,21034,63%,33400,18,f,22209.10,22209.10,2231.54,2231.54,1790.90,440.64,0.0,0.0,0.0,2016-07-19,750.86,2016-08-14,2016-07-14,734,730,100337,11,,0,0,0,0,0,,14,3,9,409530,372225,26588,11,9,10,100,0,0,0,5,118,9,34,9,33400,9,10,0,04/14/2016,,INDIVIDUAL,,,,0,3,0,2,16,79796,81.5,2,10,4860,72.2,3,0,0
75759625,107754988,None,122763049,None,75.0,14.46%,C4,Personal,36,69.9099764105,DOWN,1,0.5616101438285714,7.6801785713,08/04/2016,Current,04/06/2016,04/01/2016,05/03/2016,0.0,0.0,0,722.44,E-8 Senior Chief Petty Officer,10+ years,MORTGAGE,110000,Not Verified,2016-04-01,2016-04-15,2016-04-01,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75759625,,debt_consolidation,Debt consolidation,063xx,CT,0,7,11925,33.3,52.3,32.13,0,0,2000-08-26,705,709,0,,,3,,12,1,12,0,130778,59333,77.1%,25000,27,f,19574.79,19574.79,2150.45,2150.45,1425.21,725.24,0.0,0.0,0.0,2016-07-08,722.44,2016-08-04,2016-07-14,699,695,79397,16,,0,0,0,0,0,,12,4,1,396449,348210,29018,7,2,3,100,0,0,0,10,158,6,187,1,77000,6,8,0,04/04/2016,,INDIVIDUAL,,,,2,3,2,3,2,71445,94.4,2,4,9744,81.9,2,6,8
75769028,106530561,None,122149907,None,75.0,9.16%,B2,Personal,36,67.0139920333,UP,1,0.4262834493214286,9.6047142857,07/29/2016,Current,03/31/2016,03/28/2016,04/28/2016,0.0,0.0,0,223.12,Account Supervisor,2 years,OWN,90000,Source Verified,2016-03-25,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75769028,,credit_card,Credit card refinancing,432xx,OH,0,3,4554,0,40.9,7.28,0,0,2012-04-24,710,714,0,,,7,,12,1,4,0,19293,5638,49.5%,7700,7,f,6254.64,6254.64,896.44,896.44,745.36,151.08,0.0,0.0,0.0,2016-07-05,300.0,2016-07-29,2016-07-14,739,735,16386,2,,0,0,0,0,0,,4,3,7,305168,294306,73577,1,1,1,100,0,0,0,4,47,2,45,12,11400,2,2,0,03/29/2016,,INDIVIDUAL,,,,0,1,1,1,7,13655,83.3,1,1,3146,69.4,1,0,4
75779236,106889555,None,122085779,None,75.0,9.75%,B3,Personal,60,72.0512997863,UP,1,0.1756250432298573,4.9764434687,08/15/2016,Current,04/04/2016,03/28/2016,05/13/2016,0.0,0.0,0,481.11,Librarian,2 years,MORTGAGE,50000,Not Verified,2016-03-26,2016-04-09,2016-03-26,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75779236,,credit_card,Credit card refinancing,481xx,MI,0,3,10519,25,68.2,23.96,0,0,1996-09-25,735,739,0,,,16,,80,2,9,0,116942,22581,63.8%,33100,34,f,21879.58,21807.53,1511.18,1506.20,895.42,615.76,0.0,0.0,0.0,2016-07-20,481.11,2016-08-15,2016-07-14,784,780,103432,8,,0,0,0,0,0,,9,1,10,247255,221030,24559,5,3,4,100,0,0,0,24,140,3,234,10,35400,3,5,0,03/31/2016,,JOINT,70000,17.11,Not Verified,0,3,0,1,16,94361,71.6,1,1,10782,67.5,1,1,0
75798523,108168031,None,123852400,None,75.0,9.75%,B3,Personal,36,69.5503353449,FLAT,1,0.24487513903125,7.193125,08/11/2016,Current,04/13/2016,04/10/2016,05/10/2016,0.0,0.0,0,192.9,Branch Manager,3 years,MORTGAGE,60000,Not Verified,2016-04-06,2016-04-24,2016-04-10,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75798523,,credit_card,Credit card refinancing,303xx,GA,0,5,14457,33.3,57.5,18.14,0,0,2006-02-03,715,719,0,,,24,,6,1,11,0,24463,20020,46.9%,34000,20,f,5564.03,5564.03,575.45,575.45,435.97,139.48,0.0,0.0,0.0,2016-07-14,192.9,2016-08-11,2016-07-14,719,715,21264,16,,0,0,0,0,0,,11,3,1,130564,89525,8139,11,4,6,100,0,0,0,3,79,5,122,1,42700,5,9,0,04/11/2016,,INDIVIDUAL,,,,2,1,0,0,44,4443,20.9,3,4,11374,38.2,0,0,0
75830428,106550435,None,122121863,None,75.0,9.75%,B3,Personal,36,69.5503353449,UP,1,0.43324063058758927,7.1525089286,08/01/2016,Current,04/05/2016,03/28/2016,04/29/2016,0.0,0.0,0,900.2,Underwriter,8 years,OWN,80000,Source Verified,2016-03-28,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75830428,,debt_consolidation,Debt consolidation,945xx,CA,0,1,2951,57.1,74.6,19.52,0,0,1997-09-27,715,719,0,,,,,56,0,16,0,50015,14973,70%,11600,29,f,25965.46,25919.09,2670.27,2665.50,2034.54,635.73,0.0,0.0,0.0,2016-07-07,900.2,2016-08-01,2016-07-14,759,755,44972,21,,0,0,0,0,0,,16,0,16,66372,50015,3334,13,7,7,100,0,0,0,8,153,11,222,56,21400,11,13,0,04/01/2016,,INDIVIDUAL,,,,0,3,0,1,16,35042,77.9,0,0,3505,75.4,0,1,0
75840382,106530561,None,122149909,None,75.0,8.39%,B1,Personal,60,0.0,FLAT,1,0.0,75.0402214285,05/04/2016,Fully Paid,04/06/2016,03/28/2016,04/15/2016,0.0,0.0,0,716.23,Educator,10+ years,OWN,75000,Source Verified,2016-03-28,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75840382,,debt_consolidation,Debt consolidation,386xx,MS,0,0,50931,14.3,33.2,13.82,0,0,1998-03-27,775,779,0,,,9,,31,3,13,0,40393,25620,28.2%,76200,49,f,0.00,0.00,35018.7700000298,35018.77,35000.00,18.77,0.0,0.0,0.0,2016-04-13,35035.08,,2016-03-28,779,775,28910,27,,0,0,0,0,0,,13,0,29,254086,134719,10363,13,5,7,100,0,0,0,18,158,6,216,31,90700,6,10,0,04/04/2016,,INDIVIDUAL,,,,0,2,0,0,29,14773,51.1,0,0,6818,33.8,1,13,2
75850807,106550435,None,122121864,None,75.0,10.75%,B4,Personal,36,69.6267760588,DOWN,1,0.519783224,7.296,07/29/2016,Current,03/31/2016,03/28/2016,04/28/2016,0.0,0.0,0,48.94,store manager ,10+ years,MORTGAGE,62000,Not Verified,2016-03-28,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75850807,,debt_consolidation,Debt consolidation,913xx,CA,0,6,36281,44.4,42,21.17,0,0,1984-02-27,715,719,0,,,4,,17,3,14,0,44982,26796,37.6%,62600,25,f,1392.54,1392.54,145.92,145.92,107.46,38.46,0.0,0.0,0.0,2016-07-05,48.94,2016-07-29,2016-07-14,704,700,26337,16,,0,0,0,0,0,,14,1,3,456537,403476,28820,14,7,9,100,0,0,0,5,157,8,385,17,71200,8,11,0,03/29/2016,,INDIVIDUAL,,,,1,2,0,1,15,18186,69.1,0,4,6342,46.1,1,2,3
75860637,106550435,None,122121865,None,75.0,11.469999999999999%,B5,Personal,60,72.1788303327,UP,1,0.5519274559375,4.8494270833,07/31/2016,Current,04/04/2016,03/28/2016,04/29/2016,0.0,0.0,0,316.48,Parts Manager,10+ years,MORTGAGE,45000,Verified,2016-03-28,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75860637,,debt_consolidation,Debt consolidation,617xx,IL,0,4,3350,83.3,75,18.08,0,0,2002-10-27,695,699,0,,,3,,7,3,11,0,26166,15544,51%,20100,29,f,13858.34,13858.34,931.09,931.09,541.66,389.43,0.0,0.0,0.0,2016-07-06,316.48,2016-07-31,2016-07-14,754,750,13120,19,,0,0,0,0,0,,11,1,7,171820,151412,13764,13,6,13,100,0,0,,7,110,9,161,7,30700,6,9,0,03/31/2016,,INDIVIDUAL,,,,0,1,0,1,15,10622,81,1,2,8075,51,0,0,2
75889991,106858960,None,121950268,None,75.0,10.75%,B4,Personal,36,69.6281427683,DOWN,1,0.37425126738375,7.474,08/06/2016,Current,03/31/2016,03/28/2016,05/05/2016,0.0,0.0,0,391.45,COO/Controller,6 years,OWN,67000,Source Verified,2016-03-27,2016-04-11,2016-03-28,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75889991,,debt_consolidation,Debt consolidation,917xx,CA,0,5,11152,37.5,70.8,15.64,0,0,2003-11-27,705,709,0,,,4,,13,2,15,0,32056,27048,64.4%,38200,32,f,11140.50,11094.08,1195.84,1190.86,859.50,336.34,0.0,0.0,0.0,2016-07-11,391.45,2016-08-06,2016-07-14,684,680,11000,24,,0,0,0,0,0,,15,0,13,225425,200239,15403,11,6,8,100,0,0,0,6,114,6,148,13,42000,6,12,0,03/29/2016,,INDIVIDUAL,,,,0,2,0,0,92,5008,45.5,0,3,8800,60.5,0,0,3
75890053,107597667,None,123189426,None,75.0,8.39%,B1,Personal,36,69.4431503417,UP,1,0.14565700784330357,7.2136607142,08/15/2016,Current,04/08/2016,04/05/2016,07/06/2016,0.0,0.0,0,352.99,Enginerring Tech,3 years,MORTGAGE,65000,Verified,2016-04-02,2016-04-19,2016-04-05,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75890053,,debt_consolidation,Debt consolidation,791xx,TX,0,6,3772,71.4,83.2,19.28,0,0,2001-09-27,680,684,0,,,12,,7,3,18,0,45205,25606,66%,22400,35,f,10370.18,10370.18,1077.24,1077.24,829.82,247.42,0.0,0.0,0.0,2016-07-20,352.99,2016-08-15,2016-07-14,694,690,20830,16,,0,0,0,0,0,,18,4,1,162530,144692,8038,7,7,7,100,0,0,0,16,132,13,174,7,38800,13,14,0,04/06/2016,,INDIVIDUAL,,,,1,3,1,2,1,19599,94.1,2,3,6697,75.8,2,1,2
75890123,109181508,None,124181324,None,75.0,9.16%,B2,Personal,36,66.7523999633,UP,1,0.15286299591681818,9.822709091,08/15/2016,Current,04/19/2016,04/13/2016,05/13/2016,0.0,0.0,0,876.55,Bookkeeper,5 years,MORTGAGE,55000,Not Verified,2016-04-09,2016-04-27,2016-04-13,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75890123,,debt_consolidation,Debt consolidation,283xx,NC,0,2,29159,16.7,35.8,22.78,0,0,2002-11-05,760,764,0,,,21,,1,0,13,0,33130,17160,28.9%,45400,21,f,24475.88,24475.88,3601.66,3601.66,3024.12,577.54,0.0,0.0,0.0,2016-07-20,876.55,2016-08-15,2016-07-14,799,795,35124,13,,0,0,0,0,0,,13,2,1,94424,33130,2548,7,4,6,100,0,0,0,8,140,6,161,1,59300,6,9,0,04/15/2016,,INDIVIDUAL,,,,1,4,0,0,35,15970,45.5,2,2,15154,35.1,0,0,0
75911316,109133354,None,124379366,None,75.0,10.75%,B4,Personal,36,69.6280625147,UP,1,0.18712541800575,7.250175,08/15/2016,Current,04/19/2016,04/14/2016,05/13/2016,0.0,0.0,0,326.21,Labor,10+ years,MORTGAGE,42000,Source Verified,2016-03-30,2016-04-19,2016-04-05,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75911316,,credit_card,Credit card refinancing,612xx,IL,0,2,5449,33.3,63.9,13.74,0,0,2002-12-29,665,669,0,,,1,,27,2,11,0,17924,17924,60.4%,15100,11,w,9283.74,9283.74,966.69,966.69,716.26,250.43,0.0,0.0,0.0,2016-07-20,326.21,2016-08-15,2016-07-14,714,710,0,9,,0,1,0,0,0,,11,1,2,227136,187820,17075,3,2,3,90.9,0,0,0,0,,6,109,2,29700,6,9,466,04/15/2016,,INDIVIDUAL,,,,1,0,0,0,,0,,1,2,7453,60.4,0,1,1
75924110,108165419,None,123668505,None,75.0,8.39%,B1,Personal,36,69.4431644441,FLAT,1,0.21039349849717107,7.0563355263,08/11/2016,Current,04/13/2016,04/08/2016,05/10/2016,0.0,0.0,0,1197.64,Court Investigator,10+ years,MORTGAGE,76000,Source Verified,2016-03-31,2016-04-14,2016-03-31,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75924110,,credit_card,Credit card refinancing,799xx,TX,0,6,11627,0,48.8,23.37,0,0,1993-04-29,755,759,0,,,9,,21,7,11,0,63007,13231,52.7%,22700,40,w,35184.54,35161.39,3575.21,3572.86,2815.46,759.75,0.0,0.0,0.0,2016-07-14,1197.64,2016-08-11,2016-07-14,759,755,77566,23,,0,0,0,0,0,,10,1,9,255686,195596,19560,9,3,3,100,0,0,0,10,174,5,275,16,25100,5,6,0,04/11/2016,,INDIVIDUAL,,,,0,4,1,3,9,49776,64.2,0,3,5776,61.4,1,9,1
75952465,107754988,None,122763052,None,75.0,9.75%,B3,Personal,36,69.5503353449,UP,1,0.3767309831175,7.1931375,08/04/2016,Current,04/06/2016,04/01/2016,07/19/2016,0.0,0.0,0,643,sales,10+ years,MORTGAGE,80000,Verified,2016-03-30,2016-04-15,2016-04-01,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75952465,,debt_consolidation,Debt consolidation,766xx,TX,0,3,4596,33.3,66,24.81,0,0,2005-09-29,695,699,0,,,2,,5,2,18,0,52277,28207,73.1%,13500,39,f,18546.76,18546.76,1918.17,1918.17,1453.24,464.93,0.0,0.0,0.0,2016-07-19,643.0,2016-08-04,2016-07-14,714,710,27068,17,,0,0,0,0,0,,18,3,3,154618,123757,6875,8,5,6,100,0,0,0,20,126,12,87,5,38600,12,15,0,04/04/2016,,INDIVIDUAL,,,,2,2,2,2,3,24070,88.9,1,1,2930,79.6,1,5,2
75954357,109685757,None,125074486,None,75.0,8.39%,B1,Personal,36,71.3084180864,UP,1,0.38223292883933824,4.8498161765,08/01/2016,Current,04/25/2016,04/19/2016,05/31/2016,0.0,0.0,0,642.94,autobody tech,10+ years,MORTGAGE,110000,Verified,2016-04-06,2016-04-25,2016-04-11,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75954357,,debt_consolidation,Debt consolidation,016xx,MA,0,3,7829,33.3,47.8,12.39,0,0,2001-08-30,675,679,0,,,7,,12,2,8,0,38574,11229,48%,15000,17,w,19395.89,19395.89,1319.15,1319.15,1004.11,315.04,0.0,0.0,0.0,2016-07-07,642.94,2016-08-01,2016-07-14,704,700,34397,12,,0,0,0,0,0,,8,3,7,217797,177688,22211,7,3,3,100,0,0,0,3,47,5,175,7,23400,5,5,1297,04/21/2016,,INDIVIDUAL,,,,0,2,1,1,11,27345,79.5,2,2,5396,66.7,0,0,1
75962618,109653162,None,124861700,None,75.0,11.99%,C1,Personal,36,69.7235348134,UP,1,0.11610905311242603,7.4222485208,08/19/2016,Current,04/21/2016,04/18/2016,05/18/2016,0.0,0.0,0,841.87,Owner - President,10+ years,OWN,326000,Verified,2016-04-04,2016-05-02,2016-04-18,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75962618,,debt_consolidation,Debt consolidation,760xx,TX,0,5,5379,75,89.6,17.8,0,0,2002-01-29,680,684,0,,,6,,40,2,24,0,252235,48406,85.7%,52600,42,f,23566.55,23566.55,2508.72,2508.72,1783.45,725.27,0.0,0.0,0.0,2016-07-22,841.87,2016-08-19,2016-07-14,689,685,254207,16,,0,0,0,0,0,,24,2,7,550107,463686,19320,10,8,8,100,0,0,0,24,114,10,170,40,55900,10,10,0,04/19/2016,,INDIVIDUAL,,,,0,13,2,5,7,203829,82.2,0,0,14328,82.8,2,0,2
75963395,107496814,None,123055726,None,75.0,8.39%,B1,Personal,36,69.4432041944,UP,1,0.113288871731875,7.2660625,08/17/2016,Current,04/07/2016,04/04/2016,05/16/2016,0.0,0.0,0,378.2,Manger,6 years,MORTGAGE,48500,Not Verified,2016-03-31,2016-04-18,2016-04-04,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75963395,,credit_card,Credit card refinancing,764xx,TX,0,2,333,100,90.5,26.06,0,0,2007-05-30,715,719,0,,,,,22,1,11,0,34757,3167,90.5%,3500,13,f,11110.91,11110.91,1162.57,1162.57,889.09,273.48,0.0,0.0,0.0,2016-07-21,378.2,2016-08-17,2016-07-14,779,775,58240,3,,0,0,0,0,0,,11,1,10,146083,113680,10335,2,2,2,100,0,0,0,9,106,2,64,22,3500,2,2,68,04/05/2016,,INDIVIDUAL,,,,0,8,1,1,10,31590,54.2,0,1,2764,56.3,0,1,0
